id,Name,Surname,Date_of_birth,Country_of_Origin
5570,Misha,Holm,1/21/1984 0:00:00,Iceland
5571,Alfred,Bogdanovic,1/8/1989 0:00:00,Denmark
5572,Kari,Lange,11/10/1992 0:00:00,Belgium
5573,Kjell,Ludwig,2/16/2007 0:00:00,Belgium
5574,Steven,Iversen,11/18/1966 0:00:00,Spain
5575,Radovan,Moser,8/8/1972 0:00:00,Switzerland
5576,Anneliese,Perrault,6/6/2006 0:00:00,Romania
5577,Sven,Ramirez,2/18/1989 0:00:00,Greece
5578,Bjorn,Dubois,4/20/1982 0:00:00,Greece
5579,Vladimir,Schreiber,5/11/1973 0:00:00,Norway
5580,Dragana,Campbell,2/21/1969 0:00:00,Estonia
5581,Morten,Wright,8/21/2003 0:00:00,Croatia
5582,Olga,Kristensen,7/25/1985 0:00:00,Austria
5583,Wolfgang,Karpov,4/5/1963 0:00:00,Switzerland
5584,Galina,Filipovic,9/17/1982 0:00:00,Netherlands
5585,Cynthia,Molnar,6/26/1990 0:00:00,Greece
5586,Isabelle,Falk,12/16/2004 0:00:00,Netherlands
5587,Daniel,Nordstrom,10/6/1968 0:00:00,Austria
5588,Edward,Robinson,6/6/1972 0:00:00,Romania
5589,Laurent,Green,8/8/1987 0:00:00,Romania
5590,Nina,Novakovic,4/4/2003 0:00:00,Hungary
5591,Bernadette,Nilsson,6/13/1982 0:00:00,Hungary
5592,Birgit,Vogel,8/10/1999 0:00:00,Ireland
5593,Oleg,Taylor,10/1/2012 0:00:00,Lithuania
5594,Sharon,Allen,1/1/1985 0:00:00,Bulgaria
5595,Valerie,Anderson,3/29/1990 0:00:00,Portugal
5596,Lev,Mikkelsen,6/18/1950 0:00:00,Estonia
5597,Thora,Jones,3/30/2012 0:00:00,Estonia
5598,Joseph,Balazs,5/12/2001 0:00:00,Estonia
5599,Charlotte,Sorensen,11/19/1997 0:00:00,Denmark
5600,Liv,Masson,9/3/1994 0:00:00,Belgium
5601,Luc,Thompson,8/28/1981 0:00:00,Netherlands
5602,Charles,Romanov,11/11/1990 0:00:00,Greece
5603,Odile,Collet,8/3/1979 0:00:00,Romania
5604,Sandra,Renaud,8/8/1990 0:00:00,Lithuania
5605,Wilhelm,Lee,3/22/1996 0:00:00,Iceland
5606,Inge,Soderberg,12/5/1989 0:00:00,Iceland
5607,John,Schmitt,8/4/1993 0:00:00,Belgium
5608,Bjorn,Moore,2/26/1992 0:00:00,Germany
5609,Kjell,Harris,3/14/1970 0:00:00,Austria
5610,Alain,Lee,7/27/2004 0:00:00,Hungary
5611,Heike,Milosevic,3/21/2002 0:00:00,Ireland
5612,Fritz,Martinez,9/15/2006 0:00:00,Portugal
5613,Stefan,Klein,12/8/1991 0:00:00,Iceland
5614,Michel,Moore,10/31/1994 0:00:00,Italy
5615,Alfred,Ramirez,1/17/2011 0:00:00,Spain
5616,Melissa,Svendsen,5/19/2000 0:00:00,Switzerland
5617,John,Blanchet,1/11/2000 0:00:00,Hungary
5618,Inge,Dupont,12/15/1996 0:00:00,Italy
5619,Dragana,Vik,11/8/2005 0:00:00,Italy
5620,Misha,Lemoine,7/14/1979 0:00:00,Switzerland
5621,Emilie,Thorvaldsen,7/25/1988 0:00:00,Estonia
5622,Radovan,Picard,2/18/1982 0:00:00,Hungary
5623,Donna,Volkov,5/30/1984 0:00:00,Lithuania
5624,Kurt,Karlsen,7/26/1989 0:00:00,Slovakia
5625,Jennifer,King,10/14/2000 0:00:00,Lithuania
5626,Freya,Kostic,6/6/1976 0:00:00,Switzerland
5627,Gertrud,Moser,9/25/2004 0:00:00,Switzerland
5628,Margarete,Bergman,1/27/1961 0:00:00,France
5629,Natalia,Popescu,9/6/2008 0:00:00,Greece
5630,Francoise,Yanev,6/1/1974 0:00:00,Norway
5631,Eva,Djuric,7/12/1990 0:00:00,Switzerland
5632,George,Laurent,3/7/1995 0:00:00,Belgium
5633,Karen,King,4/17/1984 0:00:00,Bulgaria
5634,Susan,Moore,4/23/1973 0:00:00,Czech Republic
5635,Milena,Bergman,3/11/2012 0:00:00,Greece
5636,Galina,Huber,9/5/1969 0:00:00,Czech Republic
5637,Heinz,Rydberg,8/24/2008 0:00:00,Hungary
5638,Kevin,Hartmann,10/23/1976 0:00:00,Iceland
5639,Eva,Bojovic,9/16/2011 0:00:00,Estonia
5640,Wolfgang,Schulz,8/23/1991 0:00:00,Netherlands
5641,Birgit,Radev,10/27/1987 0:00:00,Belgium
5642,Dominique,Krause,8/7/1987 0:00:00,Estonia
5643,Sven,Johnson,9/18/1975 0:00:00,Slovakia
5644,Rolf,King,6/24/1994 0:00:00,Switzerland
5645,Eva,Novakovic,9/13/2009 0:00:00,Croatia
5646,Fritz,Jensen,8/4/1991 0:00:00,Croatia
5647,Sophie,Popov,9/21/1975 0:00:00,Croatia
5648,Louis,Johnson,2/13/1998 0:00:00,France
5649,Lucia,Milosevic,2/27/1971 0:00:00,Austria
5650,Klaus,Milosevic,12/27/1998 0:00:00,Norway
5651,Walter,Rey,11/22/1980 0:00:00,Slovakia
5652,Richard,Eklund,7/13/2011 0:00:00,Ireland
5653,John,Molnar,4/29/1985 0:00:00,Netherlands
5654,Bojan,Horvat,3/18/2005 0:00:00,Latvia
5655,Klaus,Thorsen,1/25/1991 0:00:00,Czech Republic
5656,Dieter,Ignatov,4/5/2002 0:00:00,Poland
5657,Arnaud,Kostic,2/21/1983 0:00:00,Ireland
5658,Bernadette,Fontaine,8/19/1980 0:00:00,Estonia
5659,Laurent,Perrin,5/29/1993 0:00:00,Romania
5660,Liv,Popov,5/8/1974 0:00:00,Finland
5661,Lisa,Kraljevic,5/12/1994 0:00:00,Ireland
5662,Ludmila,Kolarov,10/13/1993 0:00:00,Latvia
5663,Jennifer,Orlov,7/30/1981 0:00:00,Belgium
5664,Bojan,Lang,10/24/1998 0:00:00,Croatia
5665,Claus,Ivanov,9/6/2001 0:00:00,Italy
5666,Stepan,Hill,9/4/1972 0:00:00,Finland
5667,Arne,Bernard,6/28/1970 0:00:00,Finland
5668,Ingrid,Johnson,8/14/1992 0:00:00,Norway
5669,Aline,Morris,2/8/1990 0:00:00,Iceland
5670,Mihail,Chevalier,10/8/2012 0:00:00,Belgium
5671,Dusan,Martin,12/6/1972 0:00:00,Norway
5672,Christa,Karlsen,3/5/2012 0:00:00,Netherlands
5673,Jessica,Weiss,9/22/1995 0:00:00,Iceland
5674,Stepan,Zimmermann,7/11/2005 0:00:00,Czech Republic
5675,Frédéric,Moser,2/26/2007 0:00:00,Greece
5676,Birgit,Thorvaldsen,12/7/2012 0:00:00,Portugal
5677,Anders,Olsen,2/1/1997 0:00:00,Switzerland
5678,Christian,Larsen,8/4/2003 0:00:00,Ireland
5679,Irina,Zoric,3/3/1972 0:00:00,Denmark
5680,Karolina,Hartmann,3/16/2001 0:00:00,Switzerland
5681,Anne,Bouvet,2/26/1975 0:00:00,Norway
5682,Dieter,Ignatov,11/4/1995 0:00:00,Ireland
5683,Viktor,Olsen,4/19/1982 0:00:00,Finland
5684,Franz,Vasiliev,12/25/1998 0:00:00,Ireland
5685,Otto,Braun,1/15/1994 0:00:00,Hungary
5686,Dominique,Morel,1/21/1995 0:00:00,Spain
5687,Svetlana,Volkov,1/1/1964 0:00:00,Czech Republic
5688,Thierry,Nygaard,10/3/2004 0:00:00,Germany
5689,Kjell,Miller,9/12/2003 0:00:00,Croatia
5690,Daniel,Renard,7/21/1971 0:00:00,Poland
5691,Melissa,Eskildsen,11/27/1990 0:00:00,Czech Republic
5692,Hansel,Nygaard,4/1/1984 0:00:00,Portugal
5693,Olga,Kolarov,8/7/1990 0:00:00,Germany
5694,Chantal,Vukovic,7/13/1986 0:00:00,Lithuania
5695,Rolf,Strand,4/13/1973 0:00:00,Latvia
5696,Jean,Smith,7/24/2012 0:00:00,Ireland
5697,Richard,Chevalier,9/11/2012 0:00:00,Romania
5698,Kari,Nagy,6/3/2000 0:00:00,Netherlands
5699,Steven,White,7/14/1988 0:00:00,France
5700,Amanda,Campbell,3/5/2001 0:00:00,France
5701,Bastien,Blanchet,3/19/1988 0:00:00,Germany
5702,Claude,Davis,8/19/2001 0:00:00,Belgium
5703,Elke,Horn,12/7/1991 0:00:00,France
5704,David,Brown,11/12/1990 0:00:00,France
5705,Erik,Haug,11/1/1984 0:00:00,Hungary
5706,Camille,Rydberg,9/28/1994 0:00:00,Latvia
5707,Freja,Milosevic,6/11/1966 0:00:00,Portugal
5708,Lisa,Thorsen,12/22/1969 0:00:00,Croatia
5709,Lisa,Clark,5/27/1978 0:00:00,Slovakia
5710,Ludwig,Makarov,5/10/2010 0:00:00,Estonia
5711,Melissa,Laurent,6/2/2012 0:00:00,Finland
5712,Hakon,Gautier,6/19/1985 0:00:00,Iceland
5713,Michelle,Hauser,11/7/1995 0:00:00,Ireland
5714,Simone,Halvorsen,12/2/1988 0:00:00,Norway
5715,Natalia,Schmitt,7/31/1990 0:00:00,Belgium
5716,Robert,Fontaine,8/10/1997 0:00:00,Austria
5717,Claude,Adams,3/21/1983 0:00:00,Spain
5718,Sergei,Roberts,1/24/1982 0:00:00,Poland
5719,Vanya,Thorsen,8/21/1976 0:00:00,Germany
5720,Lev,Fischer,10/7/1978 0:00:00,Iceland
5721,Claude,Bergman,7/2/1989 0:00:00,Czech Republic
5722,Siri,Werner,12/29/2010 0:00:00,Finland
5723,Ragnar,Markovic,8/19/2007 0:00:00,Greece
5724,Sophie,Hauser,9/27/2006 0:00:00,Denmark
5725,Lothar,Klein,2/23/1991 0:00:00,Slovakia
5726,Horst,Dumont,5/1/1995 0:00:00,Iceland
5727,Dorothy,Halvorsen,11/26/2012 0:00:00,Latvia
5728,Misha,Stojanovic,3/2/1997 0:00:00,Estonia
5729,Carol,Novak,10/17/1978 0:00:00,Romania
5730,Tormod,Bauer,10/7/1969 0:00:00,Portugal
5731,Nancy,Campbell,9/12/1978 0:00:00,Denmark
5732,Hansel,Sokolov,3/15/1997 0:00:00,Slovakia
5733,Linda,Bouvet,9/29/1990 0:00:00,Poland
5734,Alfred,Morel,11/20/1979 0:00:00,Norway
5735,Yuri,Popov,2/14/1984 0:00:00,Norway
5736,Irina,Taylor,1/2/1988 0:00:00,France
5737,Hannelore,Olsen,10/23/1990 0:00:00,Ireland
5738,Sigrun,Sorensen,4/16/1978 0:00:00,Switzerland
5739,Olga,Radev,12/27/1991 0:00:00,Poland
5740,Pavel,Gautier,9/27/2001 0:00:00,Bulgaria
5741,Natalia,Huber,9/11/1993 0:00:00,Denmark
5742,Tereza,Thomas,12/29/1975 0:00:00,Denmark
5743,Yves,Kolarov,10/15/2012 0:00:00,Hungary
5744,Martine,Zoric,6/25/1992 0:00:00,Portugal
5745,Rolf,Chevalier,11/4/1986 0:00:00,Austria
5746,Mihail,Jackson,6/12/1990 0:00:00,Ireland
5747,Stephanie,Karlsen,8/15/1967 0:00:00,Spain
5748,Inge,Vasiliev,3/7/2000 0:00:00,Croatia
5749,Renate,Garcia,11/25/1973 0:00:00,Netherlands
5750,Kristina,Mitchell,5/12/1963 0:00:00,Bulgaria
5751,Kristina,Rasmussen,8/11/1972 0:00:00,Norway
5752,Bojan,Olsen,11/28/2012 0:00:00,Portugal
5753,Elke,Evans,9/22/1973 0:00:00,Ireland
5754,Erika,Nygaard,1/15/1987 0:00:00,Latvia
5755,Solveig,Nygaard,6/6/2008 0:00:00,Estonia
5756,Frédéric,Nikolic,7/13/2007 0:00:00,Slovakia
5757,Tormod,Grigorev,8/27/1982 0:00:00,Austria
5758,Yves,Perrault,8/15/2004 0:00:00,Iceland
5759,Thomas,Weiss,8/8/2002 0:00:00,Spain
5760,Karolina,Johnson,6/30/2000 0:00:00,Austria
5761,Christopher,Phillips,7/22/2009 0:00:00,Spain
5762,Helene,Scott,2/12/1988 0:00:00,Romania
5763,Sharon,Kolarov,5/16/1977 0:00:00,Denmark
5764,Kristina,Fontaine,4/8/1995 0:00:00,Belgium
5765,Simone,Dimitrov,7/2/1984 0:00:00,Norway
5766,Claus,Leblanc,1/23/2011 0:00:00,Romania
5767,Wilhelm,Volkov,1/31/1990 0:00:00,Spain
5768,Siri,Martinez,4/26/1980 0:00:00,Denmark
5769,Amanda,Hauser,8/3/1972 0:00:00,Slovakia
5770,Wolfgang,Schmidt,6/10/1992 0:00:00,Portugal
5771,Hermann,Bauer,12/7/1991 0:00:00,Iceland
5772,Charles,Volkov,1/13/2003 0:00:00,Germany
5773,Odin,Gautier,9/22/2012 0:00:00,Iceland
5774,George,Picard,7/27/1996 0:00:00,Slovakia
5775,Sebastien,Jackson,11/19/2011 0:00:00,Germany
5776,Sven,Berger,6/7/1979 0:00:00,Switzerland
5777,Kristina,Perrin,2/20/1987 0:00:00,Bulgaria
5778,René,Leclerc,8/3/1967 0:00:00,Bulgaria
5779,Stepan,Stojanovic,2/28/1977 0:00:00,Germany
5780,David,Schröder,6/29/1990 0:00:00,France
5781,Nikita,Leblanc,1/30/2010 0:00:00,Lithuania
5782,Olaf,Blanchet,5/28/1982 0:00:00,Portugal
5783,Radovan,Halvorsen,7/4/1977 0:00:00,Poland
5784,Bruno,Petit,2/5/1962 0:00:00,Denmark
5785,Thor,Masson,6/15/2004 0:00:00,Ireland
5786,Anneliese,Berg,12/4/1978 0:00:00,Iceland
5787,Otto,Mallet,9/9/2003 0:00:00,Poland
5788,Walter,Renaud,2/17/1952 0:00:00,Croatia
5789,James,Heinrich,1/4/1989 0:00:00,Spain
5790,Misha,Masson,11/8/1971 0:00:00,Croatia
5791,Robert,Bouvet,6/28/1988 0:00:00,France
5792,Werner,Schmid,11/11/1985 0:00:00,Lithuania
5793,Alain,Clark,6/7/1987 0:00:00,Slovakia
5794,Rolf,Walker,1/16/1980 0:00:00,Romania
5795,Helen,Fuchs,8/10/2012 0:00:00,Estonia
5796,Piotr,Stojanovic,6/22/1989 0:00:00,Slovakia
5797,Helen,Masson,4/25/1974 0:00:00,Greece
5798,Rolf,Moore,3/12/1964 0:00:00,Bulgaria
5799,Elizabeth,Leblanc,3/3/2002 0:00:00,Spain
5800,Freya,Carter,11/6/1994 0:00:00,Slovakia
5801,Natalia,Roux,12/14/1987 0:00:00,Switzerland
5802,Dominique,Vasiliev,3/1/1979 0:00:00,Romania
5803,Thomas,Lukic,11/11/1989 0:00:00,Bulgaria
5804,Marina,Moore,3/14/1967 0:00:00,Austria
5805,Bernd,Perrault,7/21/2007 0:00:00,Austria
5806,Gunther,Perrault,10/15/1983 0:00:00,Czech Republic
5807,Christian,Horvat,4/13/1990 0:00:00,Lithuania
5808,Christopher,Smith,8/27/1991 0:00:00,Slovakia
5809,James,Evans,4/17/2012 0:00:00,Bulgaria
5810,Paul,Schumacher,4/30/2010 0:00:00,France
5811,Sarah,Ivanov,6/15/1989 0:00:00,Norway
5812,Thora,Martin,8/22/1965 0:00:00,France
5813,Roman,Dimitrov,10/17/2012 0:00:00,Portugal
5814,Sasha,Schmitt,3/12/1983 0:00:00,Romania
5815,Jessica,Strand,11/21/1990 0:00:00,Iceland
5816,Christopher,King,8/19/1989 0:00:00,Italy
5817,Ludwig,Moore,9/15/1970 0:00:00,Netherlands
5818,Otto,Faure,10/29/1997 0:00:00,Romania
5819,Vidar,Ignatov,9/14/2012 0:00:00,Czech Republic
5820,Viggo,Balazs,3/10/1985 0:00:00,Bulgaria
5821,Nils,Sorensen,7/25/1993 0:00:00,Lithuania
5822,Mihail,Petric,5/21/1997 0:00:00,Bulgaria
5823,Elise,Schröder,9/26/1988 0:00:00,Slovakia
5824,Karl,Fischer,9/10/2008 0:00:00,Germany
5825,Helga,Krüger,7/14/1983 0:00:00,France
5826,Tormod,Holm,1/26/1986 0:00:00,Denmark
5827,Tatiana,Roux,8/7/2002 0:00:00,Estonia
5828,Katarina,Jakovljevic,4/14/1996 0:00:00,Italy
5829,Charlotte,Ramirez,11/27/2003 0:00:00,Croatia
5830,Lars,Jones,7/12/1991 0:00:00,Denmark
5831,John,Wright,4/23/1998 0:00:00,Lithuania
5832,Monika,Soderberg,5/6/1984 0:00:00,Netherlands
5833,Dag,Böhm,5/1/2008 0:00:00,Italy
5834,Hansel,Fischer,7/2/1987 0:00:00,Slovakia
5835,Marie,Nagy,9/20/1982 0:00:00,Lithuania
5836,Siegfried,Eklund,8/16/1954 0:00:00,Spain
5837,Siri,Fjeld,6/21/1987 0:00:00,Latvia
5838,Stefan,Young,2/12/1988 0:00:00,Portugal
5839,Martine,Andersson,2/19/1950 0:00:00,France
5840,Siegfried,Stojanovic,4/27/1992 0:00:00,Switzerland
5841,Benoit,Lind,1/12/1990 0:00:00,Lithuania
5842,Kurt,Mitchell,2/24/1981 0:00:00,Switzerland
5843,Mary,White,8/24/2003 0:00:00,Denmark
5844,Christa,Mikkelsen,10/22/1979 0:00:00,Finland
5845,Antoine,Wolf,4/3/1969 0:00:00,Latvia
5846,Svetlana,Collet,10/5/2012 0:00:00,Greece
5847,Amanda,Baker,2/28/2012 0:00:00,Switzerland
5848,Johann,Eklund,12/20/1969 0:00:00,Latvia
5849,Daniel,Allen,6/30/2009 0:00:00,Czech Republic
5850,Ludwig,Ramirez,2/2/2011 0:00:00,Romania
5851,Renate,Bouvet,6/2/1988 0:00:00,Denmark
5852,Brigitte,Pavlov,3/20/2006 0:00:00,Hungary
5853,Monika,Westerlund,10/12/1987 0:00:00,Switzerland
5854,Michel,Collet,1/28/2004 0:00:00,Spain
5855,Irina,Rasmussen,5/30/2012 0:00:00,Austria
5856,Ashley,Simon,2/9/1988 0:00:00,Slovakia
5857,James,Djuric,9/11/1992 0:00:00,Bulgaria
5858,Cynthia,Heinrich,4/10/1985 0:00:00,Bulgaria
5859,Vasil,Larsen,9/14/1988 0:00:00,Greece
5860,Betty,Popescu,5/18/1988 0:00:00,Hungary
5861,Horst,Lemoine,3/4/1986 0:00:00,Latvia
5862,Karl,Strand,5/21/1990 0:00:00,Italy
5863,Karen,Davis,1/11/2012 0:00:00,Latvia
5864,Betty,Hall,1/13/1960 0:00:00,Belgium
5865,Olaf,Hansen,11/3/1991 0:00:00,Italy
5866,Lev,Knudsen,7/17/1992 0:00:00,Romania
5867,Benoit,Wright,6/2/1998 0:00:00,Iceland
5868,Jeanne,Slavkov,9/29/2003 0:00:00,Hungary
5869,Wilhelm,Hill,3/8/2004 0:00:00,Denmark
5870,Viggo,Gautier,8/11/1990 0:00:00,Austria
5871,Ludwig,Markovic,12/14/2000 0:00:00,Iceland
5872,Anton,Thorsen,6/4/2003 0:00:00,Bulgaria
5873,Vidar,Kolarov,12/22/1998 0:00:00,Latvia
5874,Uwe,Picard,7/19/1967 0:00:00,Bulgaria
5875,Sergei,Karlsen,6/9/2012 0:00:00,Romania
5876,Eirik,Thompson,1/31/1971 0:00:00,Italy
5877,Valerie,Blanc,12/19/2012 0:00:00,Ireland
5878,Rolf,Brown,9/22/1990 0:00:00,Spain
5879,Misha,Horvat,2/11/1974 0:00:00,Germany
5880,Paul,King,10/9/1989 0:00:00,Poland
5881,Otto,Nielsen,2/17/1989 0:00:00,Lithuania
5882,Sigrid,Rydberg,7/26/1980 0:00:00,Lithuania
5883,Sylvie,Eskildsen,10/29/1986 0:00:00,Slovakia
5884,Vera,Weber,10/16/1974 0:00:00,Spain
5885,Aleksandr,Gauthier,10/27/1991 0:00:00,Spain
5886,Gunnar,Kuznetsov,10/18/2009 0:00:00,Switzerland
5887,Olivier,Wolf,3/14/2008 0:00:00,Spain
5888,Lucia,Jakobsson,4/15/2004 0:00:00,Latvia
5889,Wilhelm,Besson,12/12/1971 0:00:00,Netherlands
5890,Dorothy,Fuchs,4/9/1985 0:00:00,Netherlands
5891,Werner,Schmidt,12/17/1983 0:00:00,Switzerland
5892,Anders,Gauthier,8/9/2001 0:00:00,Switzerland
5893,Alfred,Ivanov,10/21/1993 0:00:00,Portugal
5894,Patricia,Torres,1/12/2004 0:00:00,Czech Republic
5895,Lisa,Skov,3/31/1980 0:00:00,Netherlands
5896,Cynthia,Schumacher,9/13/1980 0:00:00,Finland
5897,Alain,Olausson,11/13/1991 0:00:00,Norway
5898,Bernd,Neumann,10/19/1982 0:00:00,Greece
5899,Sylvie,Young,10/3/1999 0:00:00,Spain
5900,Odin,Axelsen,11/17/1986 0:00:00,Poland
5901,Antoine,Schumacher,2/23/1955 0:00:00,Denmark
5902,Heinz,Falk,4/27/1983 0:00:00,Italy
5903,Frédéric,Masson,6/6/1969 0:00:00,Czech Republic
5904,Ursula,Eriksson,4/13/1992 0:00:00,Spain
5905,Emily,Grigorev,11/3/1990 0:00:00,Greece
5906,Lev,Lambert,4/18/2006 0:00:00,Bulgaria
5907,Siri,Durand,8/11/1987 0:00:00,Norway
5908,Jacques,Zimmermann,3/22/1983 0:00:00,Slovakia
5909,Birgit,Brown,6/14/1978 0:00:00,Finland
5910,Wilhelm,Stefanov,11/20/1985 0:00:00,Austria
5911,Werner,Morel,10/16/1999 0:00:00,Hungary
5912,Olga,Thorsen,5/14/2012 0:00:00,Hungary
5913,Rolf,Ludwig,11/20/1993 0:00:00,Slovakia
5914,Richard,Harris,6/17/1964 0:00:00,Greece
5915,Aleksandr,Horvat,10/23/1970 0:00:00,Netherlands
5916,Patricia,Lange,10/26/2000 0:00:00,Germany
5917,Celine,Novakovic,5/22/2012 0:00:00,Slovakia
5918,Siri,Gautier,2/14/2010 0:00:00,Latvia
5919,Gisela,Horvat,12/13/1976 0:00:00,Slovakia
5920,Nils,Davis,3/11/1982 0:00:00,Belgium
5921,Sharon,Meyer,5/18/2012 0:00:00,Switzerland
5922,Richard,Stefanov,4/1/1982 0:00:00,Netherlands
5923,Emily,Williams,12/20/1996 0:00:00,Norway
5924,Johann,Balazs,1/27/2009 0:00:00,Poland
5925,Patricia,Mitchell,3/21/2003 0:00:00,Italy
5926,Bruno,Schulz,2/5/1986 0:00:00,Spain
5927,Martine,Durand,11/8/1997 0:00:00,Ireland
5928,Jason,Francois,8/23/1987 0:00:00,Czech Republic
5929,Patricia,Lewis,4/5/2008 0:00:00,Austria
5930,Louis,Horvat,2/19/1982 0:00:00,Hungary
5931,Dominique,Garcia,6/14/1960 0:00:00,Finland
5932,Hannelore,Jones,4/10/1990 0:00:00,Czech Republic
5933,Nicolas,Faure,7/18/2001 0:00:00,Ireland
5934,Viggo,Ahlgren,12/26/1997 0:00:00,Poland
5935,Pascal,Martin,5/12/1992 0:00:00,Lithuania
5936,Dusan,Fjeld,11/25/2004 0:00:00,Poland
5937,Marek,Karlsen,8/25/1980 0:00:00,Hungary
5938,Morten,Bouvet,1/20/1983 0:00:00,Portugal
5939,Mary,Neumann,7/3/1959 0:00:00,Latvia
5940,Heike,Sorensen,6/9/1996 0:00:00,Switzerland
5941,Brian,Axelsen,1/4/2009 0:00:00,Greece
5942,Emilie,Berg,10/3/2012 0:00:00,Poland
5943,Edward,Klimov,12/31/1996 0:00:00,Belgium
5944,Thierry,Molnar,3/24/1971 0:00:00,Portugal
5945,Helga,Wolf,7/1/1991 0:00:00,Greece
5946,Jürgen,Lind,6/12/2007 0:00:00,Spain
5947,Helga,Chevalier,2/25/1971 0:00:00,France
5948,Karl,Williams,10/9/2000 0:00:00,Hungary
5949,Michelle,Eriksson,8/7/1979 0:00:00,Denmark
5950,Stig,Chapuis,9/27/2005 0:00:00,Poland
5951,Olga,Meyer,6/18/1993 0:00:00,Denmark
5952,Horst,Savic,8/24/1992 0:00:00,Norway
5953,Bernadette,Kuznetsov,10/8/1992 0:00:00,Netherlands
5954,Bjorn,Nagy,11/14/1968 0:00:00,Hungary
5955,Einar,Vogel,2/16/1982 0:00:00,Ireland
5956,Greta,Blom,6/13/1977 0:00:00,Switzerland
5957,Charles,Jones,10/17/1979 0:00:00,Portugal
5958,Hansel,Charpentier,1/13/1973 0:00:00,Ireland
5959,Olga,Gautier,10/6/1960 0:00:00,Bulgaria
5960,Vanya,Nielsen,7/1/2007 0:00:00,Portugal
5961,Lisa,Williams,8/29/2012 0:00:00,Italy
5962,Kevin,Neumann,1/3/1992 0:00:00,Austria
5963,Betty,Romanov,11/19/1994 0:00:00,Poland
5964,Ashley,Neumann,8/21/2010 0:00:00,Latvia
5965,Jeanne,Pavlov,10/13/2007 0:00:00,Estonia
5966,Eirik,Nygaard,4/11/2001 0:00:00,Denmark
5967,Karolina,Phillips,12/4/1980 0:00:00,Switzerland
5968,Barbara,Bjork,9/4/1986 0:00:00,France
5969,Ivana,Weber,1/4/1980 0:00:00,Switzerland
5970,Piotr,Wright,7/22/2004 0:00:00,Czech Republic
5971,Simone,Durand,8/21/1990 0:00:00,Bulgaria
5972,Karl,Nielsen,12/26/1982 0:00:00,Latvia
5973,John,Schuster,5/14/1952 0:00:00,Finland
5974,Laura,Schumacher,5/1/1993 0:00:00,Bulgaria
5975,Pierre,Rasmussen,6/7/1992 0:00:00,Ireland
5976,Steven,White,1/4/2001 0:00:00,Greece
5977,Michel,Anderson,9/7/1973 0:00:00,Netherlands
5978,Jacques,Garnier,8/21/1982 0:00:00,Lithuania
5979,Colette,Jensen,8/13/1990 0:00:00,Lithuania
5980,Marie,Miller,6/8/1975 0:00:00,Greece
5981,Mira,Besson,12/9/2008 0:00:00,Spain
5982,Rolf,Filipovic,9/25/1982 0:00:00,Czech Republic
5983,Bernadette,Iliev,8/9/2000 0:00:00,Iceland
5984,Jeanne,Markovic,1/7/1987 0:00:00,France
5985,Stepan,Brunet,12/20/1990 0:00:00,Denmark
5986,Jeanne,Neumann,7/14/1980 0:00:00,Estonia
5987,Freya,Schmitt,5/12/1969 0:00:00,Ireland
5988,Margarete,Garcia,5/19/1998 0:00:00,Estonia
5989,Knut,Edwards,12/22/1979 0:00:00,Romania
5990,Igor,Iliev,6/25/2005 0:00:00,Denmark
5991,Bernd,Mitchell,8/9/1959 0:00:00,Netherlands
5992,Barbara,Rey,2/7/2005 0:00:00,Finland
5993,Odin,Barbier,11/12/1986 0:00:00,Slovakia
5994,Anders,Renaud,3/22/1996 0:00:00,Bulgaria
5995,Magnus,Brunet,2/4/1993 0:00:00,Denmark
5996,Uwe,Renard,4/28/1998 0:00:00,Latvia
5997,Hannelore,Becker,8/22/1963 0:00:00,Finland
5998,Thora,Allen,2/28/2006 0:00:00,Italy
5999,Franz,Fischer,6/7/1992 0:00:00,Lithuania
6000,Siegfried,Stojanovic,3/6/1989 0:00:00,Bulgaria
6001,Viggo,Engel,3/1/1975 0:00:00,Slovakia
6002,Aleksandr,Perrin,11/1/1988 0:00:00,Czech Republic
6003,Leif,Molnar,12/27/1996 0:00:00,Slovakia
6004,Siri,Williams,9/30/2012 0:00:00,Poland
6005,Marina,Orlov,9/11/1985 0:00:00,Austria
6006,Piotr,Novakovic,11/12/1990 0:00:00,Portugal
6007,Stefan,Klein,2/17/2012 0:00:00,Norway
6008,Knut,Kuznetsov,2/10/2001 0:00:00,France
6009,Knut,Thompson,5/28/2001 0:00:00,Poland
6010,Karen,Halvorsen,8/3/1972 0:00:00,Italy
6011,Ashley,Edwards,5/10/1978 0:00:00,Portugal
6012,Ashley,Weiss,12/21/1985 0:00:00,Netherlands
6013,Dusan,Johansson,1/3/2012 0:00:00,Bulgaria
6014,Irina,King,6/24/1995 0:00:00,Ireland
6015,Kristina,Laurent,2/7/1983 0:00:00,Estonia
6016,Vladimir,Andersson,12/4/1977 0:00:00,Norway
6017,Anton,Jones,2/23/2005 0:00:00,Switzerland
6018,Wolfgang,Strand,12/9/1980 0:00:00,Switzerland
6019,Charlotte,Renard,5/13/2006 0:00:00,Poland
6020,Paul,Makarov,12/4/2012 0:00:00,Poland
6021,Susan,Masson,2/4/1998 0:00:00,Belgium
6022,Michael,Robert,3/31/2012 0:00:00,Finland
6023,Yuri,Renard,2/21/1989 0:00:00,Greece
6024,Kjell,Lindholm,11/1/1991 0:00:00,Romania
